Ion,Dose,Ion Energy,Wavelength,Rep. Rate,Power,Temperature,Rs
1.0,50.0,10.0,532.0,50.0,6.0,300.0,48.4
2.0,50.0,25.0,532.0,50.0,6.0,300.0,54.88666667
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
1.0,5.0,25.0,355.0,50.0,2.33,25.0,3306.666667
2.0,20.0,40.0,532.0,100.0,4.5,25.0,336.3333333
1.0,50.0,40.0,532.0,50.0,6.0,300.0,47.54
1.0,50.0,55.0,532.0,50.0,4.5,300.0,51.07
1.0,5.0,55.0,355.0,100.0,0.5,25.0,55506666.67
1.0,50.0,25.0,532.0,50.0,4.5,300.0,45.19
2.0,5.0,55.0,355.0,100.0,1.5,25.0,11840000.0
2.0,20.0,10.0,355.0,100.0,0.5,25.0,450700000.0
1.0,50.0,40.0,532.0,50.0,6.0,300.0,47.54
1.0,50.0,40.0,532.0,50.0,3.0,300.0,76.3
1.0,50.0,40.0,532.0,50.0,6.0,300.0,47.54
2.0,8.0,55.0,355.0,100.0,2.0,300.0,5625.666667
2.0,5.0,25.0,355.0,100.0,1.0,25.0,49196666.67
1.0,5.0,10.0,532.0,50.0,6.0,300.0,923.0666667
2.0,8.0,55.0,532.0,50.0,3.0,300.0,598.3333333
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
1.0,20.0,40.0,355.0,50.0,2.33,25.0,259.0666667
1.0,5.0,40.0,532.0,50.0,1.5,25.0,587166.6667
1.0,50.0,25.0,532.0,100.0,6.0,300.0,59.42
1.0,8.0,40.0,532.0,100.0,6.0,300.0,926.0
1.0,20.0,55.0,532.0,50.0,6.0,300.0,114.7666667
2.0,50.0,55.0,532.0,100.0,6.0,300.0,70.13666667
2.0,5.0,40.0,355.0,100.0,2.0,25.0,1202666.667
2.0,20.0,55.0,355.0,50.0,1.66,300.0,335.9666667
1.0,8.0,55.0,532.0,50.0,1.5,300.0,12486.66667
2.0,20.0,40.0,355.0,100.0,1.5,25.0,3557666.667
1.0,8.0,10.0,532.0,50.0,3.0,300.0,743.8
2.0,5.0,25.0,532.0,50.0,1.5,300.0,3299.666667
2.0,50.0,10.0,532.0,100.0,1.5,300.0,100000000000.0
2.0,20.0,40.0,532.0,100.0,6.0,300.0,168.5
1.0,20.0,40.0,532.0,100.0,3.0,300.0,685.1333333
2.0,5.0,10.0,355.0,100.0,1.5,25.0,122933333.3
1.0,20.0,40.0,532.0,50.0,1.5,300.0,826.9
2.0,5.0,55.0,355.0,100.0,2.0,300.0,10960.0
1.0,50.0,10.0,532.0,50.0,4.5,300.0,47.4
1.0,20.0,25.0,355.0,50.0,3.0,300.0,115.7
1.0,50.0,55.0,532.0,100.0,3.0,300.0,243.1
2.0,50.0,55.0,532.0,100.0,6.0,300.0,70.13666667
2.0,50.0,55.0,532.0,100.0,6.0,300.0,70.13666667
2.0,50.0,40.0,355.0,50.0,3.0,300.0,65.95
1.0,50.0,55.0,355.0,50.0,3.0,300.0,57.96666667
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
2.0,50.0,55.0,532.0,50.0,6.0,300.0,55.19333333
2.0,50.0,55.0,532.0,100.0,6.0,300.0,70.13666667
Best Timestep,9,Minimum Rs,45.19
Count berfore best timestep,9,Total count,39
